,bbrefID,Date,G,Age,Team,is_away,Opp,win_loss,goals,assists,pts,plus_minus,pim,g_ev,g_pp,g_sh,g_gw,a_ev,a_pp,a_sh,shots,shooting_pct,shifts,toi,hits,blocks,fow,fol,fo_pct
1,coppan01,2017-10-07,2,23-091,WPG,@,CGY,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,19,11:23,1,0,4,5,44.4
0,petroal01,2017-10-06,1,25-217,FLA,@,TBL,L,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,16,14:13,1,1,0,0,
1,petroal01,2017-10-07,2,25-218,FLA,,TBL,W,0,0,0,-1,2,0,0,0,0,0,0,0,0,,12,10:34,1,0,0,0,
0,verstkr01,2017-10-04,1,31-144,CGY,@,EDM,L,0,0,0,-2,0,0,0,0,0,0,0,0,4,0.0,17,14:09,0,2,0,1,0.0
1,verstkr01,2017-10-07,2,31-147,CGY,,WPG,W,1,1,2,0,0,1,0,0,0,0,1,0,5,20.0,20,16:45,0,0,3,1,75.0
0,ellerla01,2017-10-05,1,28-150,WSH,@,OTT,W,0,1,1,-1,2,0,0,0,0,1,0,0,1,0.0,18,12:51,1,2,6,4,60.0
1,ellerla01,2017-10-07,2,28-152,WSH,,MTL,W,0,0,0,0,0,0,0,0,0,0,0,0,0,,19,14:53,2,0,12,7,63.2
0,tatarto01,2017-10-05,1,26-308,DET,,MIN,W,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,25,17:21,0,0,0,0,
1,tatarto01,2017-10-07,2,26-310,DET,@,OTT,W,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,27,22:10,2,0,0,1,0.0
0,nylanwi01,2017-10-04,1,21-156,TOR,@,WPG,W,1,0,1,4,0,1,0,0,1,0,0,0,2,50.0,21,13:52,0,0,4,2,66.7
1,nylanwi01,2017-10-07,2,21-159,TOR,,NYR,W,0,2,2,2,2,0,0,0,0,1,1,0,4,0.0,25,17:27,0,0,3,3,50.0
0,mooredo01,2017-10-07,1,37-065,TOR,,NYR,W,1,0,1,1,0,1,0,0,0,0,0,0,1,100.0,20,10:22,2,1,9,0,100.0
0,soderca01,2017-10-07,1,31-360,COL,@,NJD,L,1,0,1,1,0,1,0,0,0,0,0,0,1,100.0,18,12:14,0,0,0,1,0.0
0,faksara01,2017-10-06,1,23-270,DAL,,VEG,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,19,12:31,2,1,6,2,75.0
1,faksara01,2017-10-07,2,23-271,DAL,@,STL,L,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,21,13:56,1,0,2,6,25.0
0,perrema01,2017-10-04,1,29-272,WPG,,TOR,L,1,0,1,-1,0,1,0,0,0,0,0,0,2,50.0,23,17:29,1,0,0,0,
1,perrema01,2017-10-07,2,29-275,WPG,@,CGY,L,0,2,2,0,0,0,0,0,0,1,1,0,0,,21,15:37,0,1,1,0,100.0
0,gallabr01,2017-10-05,1,25-152,MTL,@,BUF,W,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,22,17:48,0,0,0,0,
1,gallabr01,2017-10-07,2,25-154,MTL,@,WSH,L,1,0,1,-1,2,0,0,1,0,0,0,0,3,33.3,20,14:17,3,0,0,0,
2,gallabr01,2017-10-08,3,25-155,MTL,@,NYR,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,20,14:21,1,0,0,0,
0,veseyji02,2017-10-05,1,24-132,NYR,,COL,L,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,16,11:39,0,0,0,0,
1,veseyji02,2017-10-07,2,24-134,NYR,@,TOR,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,24,17:08,1,2,1,3,25.0
2,veseyji02,2017-10-08,3,24-135,NYR,,MTL,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,22,17:06,1,2,1,0,100.0
