,bbrefID,Date,G,Age,Team,is_away,Opp,win_loss,goals,assists,pts,plus_minus,pim,g_ev,g_pp,g_sh,g_gw,a_ev,a_pp,a_sh,shots,shooting_pct,shifts,toi,hits,blocks,fow,fol,fo_pct
0,stajama01,2017-10-04,1,33-289,CGY,@,EDM,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,12,10:30,2,1,2,5,28.6
1,stajama01,2017-10-07,2,33-292,CGY,,WPG,W,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,16,11:24,0,0,4,3,57.1
0,pelecad01,2017-10-06,1,23-051,NYI,@,CBJ,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,24,19:38,2,2,0,0,
1,pelecad01,2017-10-07,2,23-052,NYI,,BUF,W,0,0,0,1,0,0,0,0,0,0,0,0,0,,23,16:42,4,1,0,0,
0,carlobr01,2017-10-05,1,20-313,BOS,,NSH,W,0,1,1,1,0,0,0,0,0,0,0,1,2,0.0,27,20:38,0,2,0,0,
0,spurgja01,2017-10-05,1,27-310,MIN,@,DET,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,28,23:52,0,0,0,0,
1,spurgja01,2017-10-07,2,27-312,MIN,@,CAR,L-SO,0,1,1,0,0,0,0,0,0,1,0,0,0,,31,27:40,0,2,0,0,
0,schenlu01,2017-10-05,1,27-337,ARI,@,ANA,L,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,19,11:09,1,0,0,0,
1,schenlu01,2017-10-07,2,27-339,ARI,,VEG,L-OT,0,1,1,1,2,0,0,0,0,1,0,0,0,,20,12:18,3,3,0,0,
0,bennja01,2017-10-06,1,28-080,DAL,,VEG,L,0,0,0,0,4,0,0,0,0,0,0,0,3,0.0,27,15:56,1,0,3,5,37.5
1,bennja01,2017-10-07,2,28-081,DAL,@,STL,L,0,0,0,-1,0,0,0,0,0,0,0,0,6,0.0,29,21:37,5,0,6,5,54.5
0,kesseph01,2017-10-04,1,30-002,PIT,,STL,L-OT,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,22,18:42,1,0,0,0,
1,kesseph01,2017-10-05,2,30-003,PIT,@,CHI,L,1,0,1,-2,10,0,1,0,0,0,0,0,5,20.0,21,15:22,0,0,0,0,
2,kesseph01,2017-10-07,3,30-005,PIT,,NSH,W,0,1,1,1,2,0,0,0,0,1,0,0,4,0.0,26,17:50,0,0,0,3,0.0
0,thompna01,2017-10-05,1,33-000,OTT,,WSH,L-SO,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,22,15:10,3,1,0,4,0.0
1,thompna01,2017-10-07,2,33-002,OTT,,DET,L-SO,0,0,0,-1,0,0,0,0,0,0,0,0,0,,16,12:14,1,2,5,1,83.3
0,pitlity01,2017-10-06,1,25-339,DAL,,VEG,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,21,10:09,3,1,1,0,100.0
1,pitlity01,2017-10-07,2,25-340,DAL,@,STL,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,16,10:12,3,1,1,1,50.0
0,josefja01,2017-10-05,1,26-217,BUF,,MTL,L-SO,0,0,0,0,0,0,0,0,0,0,0,0,0,,17,12:34,1,3,7,6,53.8
1,josefja01,2017-10-07,2,26-219,BUF,@,NYI,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,18,12:49,4,1,5,8,38.5
0,beauvan01,2017-10-06,1,20-120,NYI,@,CBJ,L,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,20,15:27,1,0,0,1,0.0
1,beauvan01,2017-10-07,2,20-121,NYI,,BUF,W,1,0,1,0,0,1,0,0,0,0,0,0,3,33.3,17,12:18,1,1,1,0,100.0
0,fleurha01,2017-10-07,1,21-091,CAR,,MIN,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,20,14:23,1,2,0,0,
0,brownco02,2017-10-04,1,23-263,TOR,@,WPG,W,0,0,0,-1,2,0,0,0,0,0,0,0,0,,25,16:48,0,1,0,0,
1,brownco02,2017-10-07,2,23-266,TOR,,NYR,W,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,21,12:32,0,1,1,0,100.0
0,bartkma01,2017-10-04,1,29-122,CGY,@,EDM,L,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,17,13:34,1,2,0,0,
1,bartkma01,2017-10-07,2,29-125,CGY,,WPG,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,15,12:19,0,1,0,0,
0,brassde01,2017-10-05,1,30-013,OTT,,WSH,L-SO,1,2,3,4,0,1,0,0,0,2,0,0,5,20.0,25,18:39,2,0,4,7,36.4
1,brassde01,2017-10-07,2,30-015,OTT,,DET,L-SO,0,0,0,1,2,0,0,0,0,0,0,0,1,0.0,24,19:59,1,0,7,9,43.8
0,krejcda01,2017-10-05,1,31-160,BOS,,NSH,W,0,3,3,1,0,0,0,0,0,2,1,0,2,0.0,28,21:29,1,0,17,5,77.3
0,backlmi01,2017-10-04,1,28-201,CGY,@,EDM,L,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,22,17:47,4,1,13,6,68.4
1,backlmi01,2017-10-07,2,28-204,CGY,,WPG,W,1,0,1,1,0,1,0,0,0,0,0,0,5,20.0,25,18:31,0,0,11,14,44.0
0,huberjo01,2017-10-06,1,24-124,FLA,@,TBL,L,1,0,1,-2,0,1,0,0,0,0,0,0,2,50.0,22,18:57,1,0,0,0,
1,huberjo01,2017-10-07,2,24-125,FLA,,TBL,W,0,1,1,-1,2,0,0,0,0,0,1,0,4,0.0,23,20:17,1,0,0,0,
0,savarda01,2017-10-06,1,26-349,CBJ,,NYI,W,0,0,0,2,2,0,0,0,0,0,0,0,3,0.0,27,20:31,1,5,0,0,
1,savarda01,2017-10-07,2,26-350,CBJ,@,CHI,L,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,21,16:07,1,2,0,0,
0,palaton01,2017-10-06,1,26-192,TBL,,FLA,W,2,0,2,2,0,2,0,0,0,0,0,0,2,100.0,22,17:09,3,1,0,0,
1,palaton01,2017-10-07,2,26-193,TBL,@,FLA,L,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,22,21:22,2,1,0,0,
0,marnemi01,2017-10-04,1,20-152,TOR,@,WPG,W,1,1,2,0,0,0,1,0,0,1,0,0,2,50.0,20,15:41,0,3,3,1,75.0
1,marnemi01,2017-10-07,2,20-155,TOR,,NYR,W,0,1,1,-2,0,0,0,0,0,1,0,0,1,0.0,26,18:30,0,0,2,2,50.0
0,holzeko01,2017-10-05,1,29-231,ANA,,ARI,W,0,0,0,-1,0,0,0,0,0,0,0,0,0,,20,12:34,2,1,0,0,
1,holzeko01,2017-10-07,2,29-233,ANA,,PHI,L-OT,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,19,16:25,2,0,0,0,
0,smithge02,2017-10-06,1,23-173,DAL,,VEG,L,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,12,9:42,0,1,0,0,
0,mackede01,2017-10-06,1,36-117,FLA,@,TBL,L,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,18,11:34,0,1,2,9,18.2
1,mackede01,2017-10-07,2,36-118,FLA,,TBL,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,20,13:32,3,1,7,4,63.6
0,skjeibr01,2017-10-05,1,23-193,NYR,,COL,L,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,26,17:32,1,2,0,0,
1,skjeibr01,2017-10-07,2,23-195,NYR,@,TOR,L,0,0,0,-2,2,0,0,0,0,0,0,0,3,0.0,32,20:39,2,1,0,0,
2,skjeibr01,2017-10-08,3,23-196,NYR,,MTL,W,1,0,1,1,0,1,0,0,1,0,0,0,2,50.0,21,16:33,2,3,0,0,
0,meierti01,2017-10-04,1,20-361,SJS,,PHI,L,0,0,0,-1,0,0,0,0,0,0,0,0,0,,15,12:03,2,3,1,0,100.0
1,meierti01,2017-10-07,2,20-364,SJS,,LAK,L,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,22,12:07,5,0,0,2,0.0
0,salommi01,2017-10-05,1,24-210,NSH,@,BOS,L,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,20,14:15,3,1,0,0,
1,salommi01,2017-10-07,2,24-212,NSH,@,PIT,L,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,20,13:29,4,0,0,0,
0,hosanjo01,2017-10-07,1,21-258,NYI,,BUF,W,0,1,1,-1,0,0,0,0,0,1,0,0,1,0.0,16,11:08,0,0,0,0,
0,schwaja01,2017-10-04,1,25-101,STL,@,PIT,W,0,2,2,2,0,0,0,0,0,2,0,0,3,0.0,25,17:19,2,0,1,1,50.0
1,schwaja01,2017-10-07,2,25-104,STL,,DAL,W,1,1,2,2,0,1,0,0,1,1,0,0,2,50.0,26,17:31,4,0,1,0,100.0
0,nugenry01,2017-10-04,1,24-175,EDM,,CGY,W,0,0,0,0,0,0,0,0,0,0,0,0,0,,24,18:19,1,0,8,10,44.4
1,nugenry01,2017-10-07,2,24-178,EDM,@,VAN,L,1,0,1,1,0,0,1,0,0,0,0,0,4,25.0,23,19:31,0,1,6,5,54.5
0,graovty01,2017-10-05,1,24-161,WSH,@,OTT,W,0,0,0,-1,2,0,0,0,0,0,0,0,0,,9,6:22,1,1,1,0,100.0
0,filppva01,2017-10-04,1,33-198,PHI,@,SJS,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,21,15:04,0,1,1,4,20.0
1,filppva01,2017-10-05,2,33-199,PHI,@,LAK,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,24,18:25,0,0,8,4,66.7
2,filppva01,2017-10-07,3,33-201,PHI,@,ANA,W,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,24,18:42,0,2,2,5,28.6
0,spoonry01,2017-10-05,1,25-248,BOS,,NSH,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,18,16:47,1,0,5,3,62.5
0,burnsbr01,2017-10-04,1,32-209,SJS,,PHI,L,0,1,1,-1,0,0,0,0,0,0,1,0,5,0.0,28,24:22,0,2,0,0,
1,burnsbr01,2017-10-07,2,32-212,SJS,,LAK,L,0,0,0,-4,0,0,0,0,0,0,0,0,3,0.0,31,27:30,2,2,0,0,
0,stonema01,2017-10-05,1,25-145,OTT,,WSH,L-SO,2,0,2,4,0,2,0,0,0,0,0,0,3,66.7,26,21:11,0,0,0,3,0.0
1,stonema01,2017-10-07,2,25-147,OTT,,DET,L-SO,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,26,20:47,0,2,1,1,50.0
0,browndu01,2017-10-05,1,32-335,LAK,,PHI,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,28,22:23,3,0,0,0,
1,browndu01,2017-10-07,2,32-337,LAK,@,SJS,W,1,1,2,3,0,1,0,0,0,1,0,0,3,33.3,25,18:03,3,0,0,1,0.0
0,labanke01,2017-10-04,1,21-296,SJS,,PHI,L,2,0,2,0,6,1,1,0,0,0,0,0,5,40.0,23,13:12,0,0,1,1,50.0
1,labanke01,2017-10-07,2,21-299,SJS,,LAK,L,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,20,16:17,0,0,1,0,100.0
0,bjugsni01,2017-10-06,1,25-081,FLA,@,TBL,L,0,0,0,1,0,0,0,0,0,0,0,0,4,0.0,20,14:28,0,0,3,0,100.0
1,bjugsni01,2017-10-07,2,25-082,FLA,,TBL,W,1,1,2,2,0,1,0,0,0,1,0,0,3,33.3,19,11:32,0,0,2,3,40.0
0,vrbatra01,2017-10-06,1,36-115,FLA,@,TBL,L,0,1,1,0,0,0,0,0,0,1,0,0,3,0.0,22,15:57,0,0,1,0,100.0
1,vrbatra01,2017-10-07,2,36-116,FLA,,TBL,W,0,1,1,1,2,0,0,0,0,1,0,0,6,0.0,20,14:45,2,0,0,0,
0,anisiar01,2017-10-05,1,29-134,CHI,,PIT,W,0,1,1,2,0,0,0,0,0,1,0,0,1,0.0,25,18:44,0,1,15,6,71.4
1,anisiar01,2017-10-07,2,29-136,CHI,,CBJ,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,21,19:28,0,1,8,10,44.4
0,koivumi01,2017-10-05,1,34-207,MIN,@,DET,L,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,23,17:27,0,1,14,8,63.6
1,koivumi01,2017-10-07,2,34-209,MIN,@,CAR,L-SO,1,0,1,1,0,1,0,0,0,0,0,0,1,100.0,30,22:27,0,0,16,11,59.3
0,cousini01,2017-10-07,1,24-109,ARI,,VEG,L-OT,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,21,13:09,1,0,1,3,25.0
0,coutulo01,2017-10-04,1,28-190,SJS,,PHI,L,1,0,1,-1,0,0,1,0,0,0,0,0,5,20.0,25,18:10,1,0,8,6,57.1
1,coutulo01,2017-10-07,2,28-193,SJS,,LAK,L,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,27,17:11,1,1,7,8,46.7
0,killoal01,2017-10-06,1,28-022,TBL,,FLA,W,0,1,1,-1,0,0,0,0,0,0,1,0,2,0.0,21,16:23,1,1,0,0,
1,killoal01,2017-10-07,2,28-023,TBL,@,FLA,L,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,22,17:05,0,0,1,0,100.0
0,rantami01,2017-10-05,1,20-341,COL,@,NYR,W,1,0,1,0,0,0,1,0,0,0,0,0,2,50.0,18,16:05,0,0,0,1,0.0
1,rantami01,2017-10-07,2,20-343,COL,@,NJD,L,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,23,18:10,0,0,0,0,
0,glendlu01,2017-10-05,1,28-160,DET,,MIN,W,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,18,12:01,0,0,1,2,33.3
1,glendlu01,2017-10-07,2,28-162,DET,@,OTT,W,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,20,11:16,0,1,2,3,40.0
0,glassta01,2017-10-04,1,33-309,CGY,@,EDM,L,0,0,0,-1,5,0,0,0,0,0,0,0,0,,10,9:21,3,0,0,0,
1,glassta01,2017-10-07,2,33-312,CGY,,WPG,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,15,10:09,1,0,0,0,
0,barkoal01,2017-10-06,1,22-034,FLA,@,TBL,L,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,24,20:03,2,3,10,10,50.0
1,barkoal01,2017-10-07,2,22-035,FLA,,TBL,W,0,2,2,-1,4,0,0,0,0,2,0,0,1,0.0,25,20:31,0,0,13,6,68.4
0,bjorkol01,2017-10-06,1,22-179,CBJ,,NYI,W,0,1,1,1,0,0,0,0,0,1,0,0,4,0.0,20,15:57,1,0,0,0,
1,bjorkol01,2017-10-07,2,22-180,CBJ,@,CHI,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,19,16:17,1,0,0,0,
0,beaglja01,2017-10-05,1,31-354,WSH,@,OTT,W,0,0,0,-2,0,0,0,0,0,0,0,0,0,,19,13:13,0,1,8,4,66.7
1,beaglja01,2017-10-07,2,31-356,WSH,,MTL,W,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,23,15:13,1,0,11,3,78.6
0,marchbr03,2017-10-05,1,29-147,BOS,,NSH,W,1,0,1,1,0,0,0,1,1,0,0,0,1,100.0,26,21:44,0,1,2,1,66.7
0,gudasra01,2017-10-04,1,27-121,PHI,@,SJS,W,0,0,0,0,4,0,0,0,0,0,0,0,0,,27,20:02,2,0,0,0,
1,gudasra01,2017-10-05,2,27-122,PHI,@,LAK,L,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,24,13:26,1,2,0,0,
2,gudasra01,2017-10-07,3,27-124,PHI,@,ANA,W,0,0,0,1,2,0,0,0,0,0,0,0,3,0.0,23,13:32,1,1,0,0,
0,zuckeja01,2017-10-05,1,25-262,MIN,@,DET,L,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,25,16:17,1,0,0,0,
1,zuckeja01,2017-10-07,2,25-264,MIN,@,CAR,L-SO,1,1,2,2,0,0,1,0,0,1,0,0,4,25.0,25,18:27,4,0,0,0,
0,folinch01,2017-10-05,1,26-238,LAK,,PHI,W,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,28,20:46,4,1,0,0,
1,folinch01,2017-10-07,2,26-240,LAK,@,SJS,W,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,31,19:50,4,2,0,0,
0,scandma01,2017-10-05,1,27-224,BUF,,MTL,L-SO,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,28,21:11,4,0,0,0,
1,scandma01,2017-10-07,2,27-226,BUF,@,NYI,L,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,25,18:51,3,1,0,0,
0,sergami01,2017-10-06,1,19-103,TBL,,FLA,W,0,0,0,1,2,0,0,0,0,0,0,0,4,0.0,22,16:03,0,0,0,0,
1,sergami01,2017-10-07,2,19-104,TBL,@,FLA,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,20,16:54,0,2,0,0,
0,littlbr01,2017-10-04,1,29-326,WPG,,TOR,L,0,1,1,0,0,0,0,0,0,1,0,0,3,0.0,22,17:39,0,0,8,7,53.3
1,littlbr01,2017-10-07,2,29-329,WPG,@,CGY,L,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,23,15:35,1,0,7,7,50.0
0,jaskidm01,2017-10-04,1,24-195,STL,@,PIT,W,0,0,0,1,0,0,0,0,0,0,0,0,4,0.0,22,12:54,3,0,0,0,
1,jaskidm01,2017-10-07,2,24-198,STL,,DAL,W,0,1,1,2,0,0,0,0,0,1,0,0,0,,19,13:09,8,0,0,0,
0,kreidch01,2017-10-05,1,26-158,NYR,,COL,L,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,23,19:13,4,0,0,0,
1,kreidch01,2017-10-07,2,26-160,NYR,@,TOR,L,0,2,2,1,0,0,0,0,0,1,1,0,2,0.0,26,17:45,1,0,1,3,25.0
2,kreidch01,2017-10-08,3,26-161,NYR,,MTL,W,0,1,1,1,0,0,0,0,0,1,0,0,4,0.0,23,17:38,2,1,0,0,
0,lindhel01,2017-10-07,1,22-309,CAR,,MIN,W,0,2,2,2,0,0,0,0,0,2,0,0,3,0.0,28,23:49,1,0,5,4,55.6
0,staaler01,2017-10-05,1,32-341,MIN,@,DET,L,0,0,0,0,2,0,0,0,0,0,0,0,4,0.0,24,18:27,1,0,7,3,70.0
1,staaler01,2017-10-07,2,32-343,MIN,@,CAR,L-SO,1,1,2,1,0,1,0,0,0,1,0,0,6,16.7,32,21:39,0,0,6,4,60.0
0,crackad01,2017-10-07,1,32-084,DAL,@,STL,L,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,13,8:35,2,0,1,1,50.0
0,larssjo02,2017-10-05,1,25-072,BUF,,MTL,L-SO,0,0,0,0,0,0,0,0,0,0,0,0,0,,18,11:29,1,1,2,1,66.7
1,larssjo02,2017-10-07,2,25-074,BUF,@,NYI,L,0,0,0,-2,0,0,0,0,0,0,0,0,0,,19,14:19,4,1,0,1,0.0
0,engelde01,2017-10-06,1,35-186,VEG,@,DAL,W,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,18:37,1,2,0,0,
1,engelde01,2017-10-07,2,35-187,VEG,@,ARI,W,0,0,0,0,2,0,0,0,0,0,0,0,4,0.0,24,17:32,3,0,0,0,
0,kaneev01,2017-10-05,1,26-064,BUF,,MTL,L-SO,0,1,1,1,2,0,0,0,0,1,0,0,11,0.0,28,18:42,2,0,3,3,50.0
1,kaneev01,2017-10-07,2,26-066,BUF,@,NYI,L,2,1,3,2,0,0,0,2,0,1,0,0,8,25.0,25,20:05,0,2,3,4,42.9
0,crousla01,2017-10-05,1,20-104,ARI,@,ANA,L,0,0,0,-1,0,0,0,0,0,0,0,0,0,,16,8:32,1,0,0,1,0.0
1,crousla01,2017-10-07,2,20-106,ARI,,VEG,L-OT,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,11:12,2,3,1,1,50.0
0,sanhetr01,2017-10-05,1,21-190,PHI,@,LAK,L,0,0,0,-2,4,0,0,0,0,0,0,0,2,0.0,19,10:58,0,0,0,0,
1,sanhetr01,2017-10-07,2,21-192,PHI,@,ANA,W,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,19,12:15,2,2,0,0,
0,lucicmi01,2017-10-04,1,29-119,EDM,,CGY,W,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,24,17:41,5,2,0,1,0.0
1,lucicmi01,2017-10-07,2,29-122,EDM,@,VAN,L,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,19,15:41,2,1,0,1,0.0
0,lewistr01,2017-10-05,1,30-270,LAK,,PHI,W,1,0,1,1,4,1,0,0,1,0,0,0,2,50.0,22,12:34,1,0,1,0,100.0
1,lewistr01,2017-10-07,2,30-272,LAK,@,SJS,W,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,21,15:37,1,0,2,0,100.0
0,leierta01,2017-10-04,1,23-231,PHI,@,SJS,W,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,19,12:30,0,1,0,0,
1,leierta01,2017-10-05,2,23-232,PHI,@,LAK,L,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,21,11:18,0,1,0,1,0.0
2,leierta01,2017-10-07,3,23-234,PHI,@,ANA,W,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,16,10:53,0,1,0,0,
0,suttebr03,2017-10-07,1,28-235,VAN,,EDM,W,1,0,1,1,2,1,0,0,0,0,0,0,3,33.3,24,16:48,0,1,7,4,63.6
0,goligal01,2017-10-05,1,32-067,ARI,@,ANA,L,0,3,3,0,4,0,0,0,0,2,1,0,0,,27,20:11,1,0,0,0,
1,goligal01,2017-10-07,2,32-069,ARI,,VEG,L-OT,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,26,21:50,3,0,0,0,
0,beaucfr01,2017-10-05,1,37-123,ANA,,ARI,W,0,0,0,2,0,0,0,0,0,0,0,0,2,0.0,27,19:16,1,4,0,0,
1,beaucfr01,2017-10-07,2,37-125,ANA,,PHI,L-OT,0,0,0,1,2,0,0,0,0,0,0,0,1,0.0,23,18:34,2,2,0,0,
0,cluttca01,2017-10-06,1,29-322,NYI,@,CBJ,L,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,17,10:45,4,0,0,0,
0,gaudrjo01,2017-10-04,1,24-052,CGY,@,EDM,L,0,0,0,-1,0,0,0,0,0,0,0,0,0,,19,18:23,1,0,0,0,
1,gaudrjo01,2017-10-07,2,24-055,CGY,,WPG,W,1,3,4,0,0,1,0,0,1,1,2,0,3,33.3,22,18:47,0,0,0,0,
0,reillmi01,2017-10-05,1,24-084,MIN,@,DET,L,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,18,11:58,0,0,0,0,
1,reillmi01,2017-10-07,2,24-086,MIN,@,CAR,L-SO,0,1,1,0,2,0,0,0,0,0,1,0,1,0.0,17,10:26,1,0,0,0,
0,muzzija01,2017-10-05,1,28-226,LAK,,PHI,W,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,32,23:48,2,2,0,0,
1,muzzija01,2017-10-07,2,28-228,LAK,@,SJS,W,0,1,1,0,2,0,0,0,0,1,0,0,0,,33,28:15,2,1,0,0,
0,seguity01,2017-10-06,1,25-248,DAL,,VEG,L,1,0,1,0,0,0,1,0,0,0,0,0,10,10.0,28,19:22,0,0,10,8,55.6
1,seguity01,2017-10-07,2,25-249,DAL,@,STL,L,0,0,0,-1,0,0,0,0,0,0,0,0,9,0.0,29,23:12,1,0,9,6,60.0
0,wennbal01,2017-10-06,1,23-014,CBJ,,NYI,W,0,2,2,2,0,0,0,0,0,1,1,0,3,0.0,21,17:59,0,0,6,8,42.9
1,wennbal01,2017-10-07,2,23-015,CBJ,@,CHI,L,0,0,0,-3,0,0,0,0,0,0,0,0,1,0.0,21,17:52,1,1,5,13,27.8
0,daleytr01,2017-10-05,1,33-361,DET,,MIN,W,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,32,21:33,0,0,0,0,
1,daleytr01,2017-10-07,2,33-363,DET,@,OTT,W,0,0,0,0,2,0,0,0,0,0,0,0,0,,35,24:41,1,0,0,0,
0,brownlo01,2017-10-05,1,19-214,OTT,,WSH,L-SO,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,11,10:18,0,1,1,5,16.7
0,zaitsni01,2017-10-04,1,25-340,TOR,@,WPG,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,28,24:01,2,8,0,0,
1,zaitsni01,2017-10-07,2,25-343,TOR,,NYR,W,1,1,2,4,2,1,0,0,0,1,0,0,3,33.3,27,19:37,1,0,0,0,
0,cizikca01,2017-10-06,1,26-221,NYI,@,CBJ,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,19,13:01,1,0,7,6,53.8
1,cizikca01,2017-10-07,2,26-222,NYI,,BUF,W,2,1,3,1,0,1,0,1,0,1,0,0,5,40.0,23,13:39,5,0,8,6,57.1
0,connobr01,2017-10-05,1,25-156,WSH,@,OTT,W,1,0,1,-2,0,1,0,0,0,0,0,0,1,100.0,17,11:11,0,0,0,0,
1,connobr01,2017-10-07,2,25-158,WSH,,MTL,W,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,17,12:30,0,0,0,1,0.0
0,yandlke01,2017-10-06,1,31-027,FLA,@,TBL,L,0,1,1,-2,0,0,0,0,0,1,0,0,5,0.0,28,23:15,1,1,0,0,
1,yandlke01,2017-10-07,2,31-028,FLA,,TBL,W,0,0,0,1,2,0,0,0,0,0,0,0,2,0.0,25,23:26,0,0,0,0,
0,butchwi01,2017-10-07,1,22-274,NJD,,COL,W,0,3,3,0,0,0,0,0,0,0,3,0,0,,19,12:45,0,0,0,0,
0,enstrto01,2017-10-04,1,32-333,WPG,,TOR,L,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,23,12:38,1,2,0,0,
1,enstrto01,2017-10-07,2,32-336,WPG,@,CGY,L,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,25,18:24,0,2,0,0,
0,marlepa01,2017-10-04,1,38-019,TOR,@,WPG,W,2,0,2,2,0,2,0,0,0,0,0,0,5,40.0,24,14:41,1,0,0,1,0.0
1,marlepa01,2017-10-07,2,38-022,TOR,,NYR,W,0,1,1,1,0,0,0,0,0,0,1,0,1,0.0,22,16:15,1,0,1,0,100.0
0,macdoan01,2017-10-04,1,31-027,PHI,@,SJS,W,0,0,0,1,2,0,0,0,0,0,0,0,0,,30,20:37,0,2,0,0,
1,macdoan01,2017-10-05,2,31-028,PHI,@,LAK,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,27,18:27,0,0,0,0,
2,macdoan01,2017-10-07,3,31-030,PHI,@,ANA,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,27,20:57,0,3,0,0,
0,johanry01,2017-10-05,1,25-066,NSH,@,BOS,L,0,2,2,0,0,0,0,0,0,1,1,0,1,0.0,32,21:47,1,0,15,11,57.7
1,johanry01,2017-10-07,2,25-068,NSH,@,PIT,L,0,0,0,-1,2,0,0,0,0,0,0,0,0,,24,17:57,3,0,11,9,55.0
0,granlma01,2017-10-07,1,24-174,VAN,,EDM,W,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,23,18:13,0,0,2,3,40.0
0,walkena01,2017-10-07,1,23-242,WSH,,MTL,W,1,0,1,1,0,1,0,0,0,0,0,0,2,50.0,18,11:23,4,0,0,0,
0,iafalal01,2017-10-05,1,23-288,LAK,,PHI,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,20,13:13,1,0,0,0,
